Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,street,city,state,zip,dob,trans_num,merch_lat,merch_long,lat,long,city_pop,job,dob_year,is_fraud
496,2023-08-02,4857483451540918,Amazon,online,442.755799475598,John,Williams,Oak Ave,New York,CA,68784,2002-10-16,TXN000496,-61.51666647325271,19.82973651755438,77.21041240307218,-3.557074994358487,9878949,Engineer,1959,0
497,2023-01-29,4838576195003952,Target,shopping,281.9056857350417,Mike,Smith,Main St,Los Angeles,NY,36797,2016-05-12,TXN000497,35.16376513173654,87.28472311688034,73.9353262928665,-169.61115119899517,9238136,Engineer,1966,0
498,2023-12-22,4075735189385888,Amazon,grocery,415.1016262781443,Sarah,Smith,Main St,Los Angeles,CA,57573,2021-12-16,TXN000498,-70.96957912239571,-100.84212370535433,38.82176642206383,-156.88962504078685,8060970,Manager,1992,0
499,2023-12-26,4073076872919700,Target,shopping,357.8587679511727,John,Brown,Pine Rd,Los Angeles,CA,86120,2010-09-25,TXN000499,29.66539654444402,-47.40826244877658,69.24282793590379,13.652291256438872,5168198,Doctor,1954,0
500,2023-09-12,4210900840522389,Target,gas,349.86408016119054,Sarah,Smith,Pine Rd,Chicago,CA,24780,2014-05-02,TXN000500,-38.48744325637668,-48.95011108275614,-32.46335503422754,78.76405253520926,4643572,Engineer,1958,0
501,2023-07-15,4331705960434468,Walmart,online,165.55117480905258,Sarah,Smith,Main St,Chicago,NY,47905,1998-10-01,TXN000501,-54.19497352729955,165.39825446681937,-21.400321318509086,-102.48101008965666,6082479,Doctor,1962,0
502,2023-04-23,4068780595177890,Walmart,gas,120.77898107874071,Mike,Smith,Pine Rd,Los Angeles,CA,31573,1999-01-04,TXN000502,78.54346040849737,-20.179814282381187,20.468192733761043,79.88744663722946,2554955,Doctor,1972,0
503,2023-10-25,4707927460060614,Amazon,grocery,109.38868270199012,Sarah,Williams,Oak Ave,New York,CA,43359,2009-04-20,TXN000503,-86.66557618572794,91.83382822733273,22.252670513507553,111.83967845406448,5052028,Teacher,1979,0
504,2023-09-07,4101840709576202,Target,shopping,429.3098702444964,Mike,Williams,Main St,New York,NY,76062,2004-10-26,TXN000504,-11.200091059877593,90.29209729479805,-3.294029157778624,-31.716907789639976,8359650,Doctor,1992,0
505,2023-03-01,4249079141704648,Amazon,shopping,411.1112760282149,Jane,Brown,Main St,Chicago,IL,83391,2004-11-20,TXN000505,-86.10714135687712,-84.4040934708331,-17.881587281168407,88.7109238238778,4541867,Doctor,1953,0
506,2023-11-29,4679831612933196,CVS,shopping,223.08389636609212,Mike,Smith,Oak Ave,Los Angeles,CA,53463,1998-03-16,TXN000506,-2.9532513412207777,25.87308817382356,87.51245608956512,-34.54921788175443,5918947,Engineer,1970,0
507,2023-10-28,4031873561219992,Amazon,gas,70.54028368074503,Sarah,Williams,Oak Ave,New York,IL,26571,2010-04-06,TXN000507,0.18852800299528383,141.94904159471332,57.80225270119038,64.20622660380721,9160360,Doctor,1992,0
508,2023-12-13,4988466427479359,Starbucks,online,194.2148647288419,Jane,Williams,Oak Ave,Los Angeles,CA,29142,2014-09-29,TXN000508,-32.10075514894554,-8.9288209954982,-11.70356438015186,95.03893775503548,4086372,Doctor,1958,0
509,2023-09-22,4482834197778694,Amazon,gas,311.57500979777114,Mike,Brown,Pine Rd,New York,NY,35104,2015-01-21,TXN000509,-66.21088004549574,160.24230264331658,40.912645903122325,177.09358259091988,6143401,Teacher,1956,1
510,2023-08-12,4279639633424017,Starbucks,gas,229.92956146757666,Sarah,Johnson,Main St,Chicago,IL,18625,2006-12-05,TXN000510,-22.25024320779444,-102.79503744330182,-41.47889521455729,-55.657201657105404,9938522,Teacher,1965,0
511,2023-06-02,4403806136690217,Starbucks,grocery,391.19368789908253,John,Smith,Pine Rd,Los Angeles,IL,49199,2009-07-15,TXN000511,31.007329187861885,-153.30272192134893,-71.96952127728062,-32.02531899313988,6688134,Engineer,1972,0
512,2023-12-07,4700893332724348,Starbucks,grocery,498.8232970144358,John,Williams,Oak Ave,Los Angeles,IL,25926,2009-10-22,TXN000512,50.83124555600264,140.92339433210975,-26.562415400506687,-120.37677861233831,3317408,Engineer,1972,0
513,2023-11-13,4137055518191528,CVS,grocery,99.61038378220394,Mike,Brown,Pine Rd,New York,IL,41218,2020-04-09,TXN000513,5.535108429865616,125.165231266398,-17.46489597778904,-106.53369897534952,899297,Teacher,1980,0
514,2023-01-17,4983994255333834,Amazon,online,232.52715573148836,Mike,Brown,Oak Ave,New York,CA,54472,2001-06-17,TXN000514,16.170190999156006,177.3323553361841,-87.02331757907926,69.62220093541598,567715,Teacher,1954,0
515,2023-01-10,4831120586419479,Amazon,online,218.3370314508069,John,Brown,Pine Rd,New York,CA,30566,2016-08-05,TXN000515,-53.88905319756252,64.58165572047338,56.66256029446129,150.13641245561138,9966517,Manager,1955,0
516,2023-05-18,4689100954192173,CVS,grocery,155.72380371073066,Sarah,Williams,Pine Rd,Los Angeles,IL,66125,2017-02-05,TXN000516,-38.2805400190231,157.20765360017384,-25.345187569947328,-37.9422174019534,5936635,Doctor,1950,0
517,2023-10-23,4824713621050947,Target,grocery,103.05728077654334,Sarah,Smith,Oak Ave,Chicago,CA,43205,2010-08-18,TXN000517,-60.85879019057548,117.7016490302799,14.475269840426463,-115.25599913920516,3023433,Engineer,1997,0
518,2023-12-27,4638650200392805,Walmart,online,37.51759766238131,Sarah,Johnson,Pine Rd,Chicago,IL,39717,2016-03-04,TXN000518,-45.12683699916996,123.99347992323129,-76.68662629122792,-77.36418022212214,1862978,Engineer,1977,0
519,2023-02-24,4327834447935775,Amazon,shopping,444.1240620257307,Mike,Smith,Main St,New York,IL,59984,2005-07-01,TXN000519,-49.52037955940428,24.890965363536566,-58.50057082489488,-16.18138626907009,5243295,Doctor,1967,0
520,2023-08-05,4955092375870060,Walmart,online,212.8251053547272,Jane,Brown,Pine Rd,Chicago,NY,35135,2011-11-13,TXN000520,3.500781550422772,-42.34874474998409,70.1448705589608,-75.36588142846738,9411594,Doctor,1973,0
521,2023-05-20,4233015998427171,CVS,online,250.9632816575242,Jane,Brown,Pine Rd,New York,IL,38164,2009-07-18,TXN000521,11.28397604233129,156.44090611558147,19.563755018904146,-95.91153007612814,8619575,Engineer,1962,0
522,2023-12-21,4478182955398884,Target,online,458.88631385945337,Jane,Johnson,Main St,Chicago,CA,84489,2006-11-24,TXN000522,80.0905357478708,-24.437816778278005,81.0511290306874,84.95441595254863,6189650,Teacher,1982,0
523,2023-11-04,4476503410417315,Target,grocery,389.26378637039414,Jane,Smith,Oak Ave,Los Angeles,IL,48562,2016-11-25,TXN000523,-54.79728352172585,13.97497220988086,89.77500619043704,-177.17582835337566,8509557,Teacher,1959,0
524,2023-11-02,4623983161786440,Target,shopping,69.59812573800619,Jane,Brown,Main St,New York,NY,79110,2018-05-02,TXN000524,25.501627829069264,-19.3988494349324,-23.06517924004301,14.122989841133915,1185471,Doctor,1956,0
525,2023-06-21,4134721815237984,CVS,online,284.8828839658325,Mike,Brown,Pine Rd,Chicago,CA,30169,1996-08-10,TXN000525,57.10666841775412,23.334593025670955,-36.21544846501057,105.75605053071138,6590915,Engineer,1986,0
526,2023-06-01,4606356368495685,Starbucks,grocery,223.91487687718177,Mike,Smith,Oak Ave,Los Angeles,NY,69858,2009-12-31,TXN000526,10.843463480949453,-10.6181715627622,64.50408992863743,-84.15781692571144,6028455,Doctor,1981,0
527,2023-04-10,4292094786530278,Starbucks,gas,399.6194809264876,Jane,Brown,Pine Rd,Chicago,NY,31604,2010-08-25,TXN000527,-44.09934254980637,-162.73167891138868,89.75005686674174,37.184943820326254,1789182,Teacher,1994,0
528,2023-01-21,4495619651258124,Walmart,gas,363.4951110679149,Mike,Smith,Pine Rd,Los Angeles,IL,99670,2021-12-08,TXN000528,-42.74095859639996,137.5373469627715,23.335422161842317,60.8040380227024,6080893,Manager,1971,0
529,2023-11-12,4310272010287931,Starbucks,online,346.7508323459806,Mike,Brown,Main St,Los Angeles,NY,98738,2008-01-28,TXN000529,-82.93445044722002,-20.01822519032288,53.12533005207402,55.8088907058324,4905201,Manager,1965,0
530,2023-10-24,4860375019623355,Starbucks,gas,173.56969356254896,Jane,Smith,Main St,Chicago,NY,10684,2006-05-22,TXN000530,-35.020039221273294,32.01971346264554,50.714254586749405,-19.494131688461636,2104035,Teacher,1973,0
531,2023-12-31,4046196968589739,Target,shopping,403.45704654763097,Sarah,Johnson,Oak Ave,Chicago,CA,18007,2006-04-01,TXN000531,44.028662220608425,-129.89239100712467,-26.038852520481548,-55.23192436471949,4677217,Doctor,1963,0
532,2023-12-30,4156245069795487,Target,gas,30.933691319456305,Mike,Brown,Oak Ave,Los Angeles,NY,51787,2001-10-22,TXN000532,-81.44680370272013,-178.7803747262499,13.368668446275692,120.93266629001283,7988304,Manager,1960,0
533,2023-07-22,4625159424305927,Walmart,gas,84.01432620892278,Sarah,Johnson,Oak Ave,Los Angeles,IL,59582,2017-09-06,TXN000533,-50.526849149130484,-91.69556628828853,59.95024942755845,93.04054451995114,7503288,Teacher,1968,0
534,2023-10-08,4242878651729607,Amazon,shopping,171.1335201240663,Mike,Brown,Pine Rd,Los Angeles,IL,84791,2015-06-11,TXN000534,37.121849735720744,73.6509715680061,33.86049772698999,-64.3481375709915,7507674,Engineer,1972,0
535,2023-12-11,4995592561274937,Walmart,online,43.01968332929423,Mike,Brown,Main St,New York,IL,93629,1998-09-12,TXN000535,50.8772813081178,-144.2899691593637,-86.19051348323312,-142.91309000080582,5383402,Doctor,1983,0
536,2023-11-07,4984359484396673,Walmart,online,121.32216737967234,Jane,Williams,Main St,Los Angeles,NY,15782,1994-08-10,TXN000536,-8.042686188852883,147.19947853912845,-29.392979598443972,-154.1492836396311,2817979,Doctor,1989,0
537,2023-04-01,4645419179305573,CVS,shopping,415.9247365839695,Mike,Smith,Main St,New York,CA,76770,2018-12-05,TXN000537,35.6533809261568,-102.59187503177355,-63.994374612971036,-146.06064795638304,5503570,Manager,1962,0
538,2023-06-14,4814536233307938,CVS,shopping,474.38451120608926,John,Johnson,Oak Ave,Los Angeles,IL,67645,2008-01-31,TXN000538,-20.168609642119435,-106.34629885496071,-48.06500182595296,29.832970029135396,569421,Doctor,1988,0
539,2023-02-17,4418946488074901,Walmart,shopping,155.7781661082243,John,Johnson,Main St,New York,NY,41996,2016-07-31,TXN000539,-61.21561589565705,-114.65713381626162,72.98810594843863,-161.4016167015637,1206886,Manager,1993,0
540,2023-12-15,4755549553128889,Walmart,gas,135.93532297447493,Jane,Johnson,Main St,Los Angeles,IL,39204,2021-03-15,TXN000540,-18.333091165876823,-174.96658333030868,-83.35920799606173,-58.70632501294618,3203973,Manager,1977,0
541,2023-08-10,4824788175010244,Walmart,shopping,143.5468628619813,Sarah,Smith,Main St,Los Angeles,IL,27152,2013-03-30,TXN000541,14.39420763656571,97.84996865216448,-50.43587184685373,91.15189268912258,1391194,Teacher,1989,0
542,2023-03-25,4183947586485724,Starbucks,grocery,142.4709482386677,Sarah,Williams,Oak Ave,Los Angeles,CA,65186,2018-09-11,TXN000542,80.64959073352026,135.01243124829307,-34.277516597118336,-74.03466005446388,2334962,Manager,1965,0
543,2023-09-03,4045212067761454,CVS,gas,22.785440182056632,Sarah,Johnson,Main St,Chicago,IL,95024,2001-09-20,TXN000543,-77.62482862403809,41.098572941831605,21.039132953951068,94.79090778484675,5449619,Engineer,1999,0
544,2023-08-14,4109917535236406,Walmart,online,463.8235914338985,John,Smith,Oak Ave,Chicago,CA,29689,2007-01-01,TXN000544,1.3309368920929074,-112.24800659524958,6.13830421545579,88.36813375453988,6039050,Doctor,1977,0
545,2023-05-11,4000890816924265,Target,online,110.78058007731256,Sarah,Brown,Main St,Los Angeles,NY,60690,2018-09-10,TXN000545,-30.794439922069614,-77.29992110128329,-50.711493086390504,-91.50223225204212,7415106,Manager,1953,0
546,2023-02-11,4987880367450166,Target,online,212.90201667029544,Sarah,Johnson,Main St,New York,IL,93251,2022-09-22,TXN000546,1.4961049698050175,-8.666388948613218,-60.4366078998322,82.37598483338837,5686448,Doctor,1977,0
547,2023-09-03,4688914046432655,Starbucks,gas,9.79500695677903,Jane,Johnson,Main St,New York,NY,67320,1998-10-10,TXN000547,-85.68441947222429,163.56454258438828,-47.376353772698614,89.19958977795625,9731068,Manager,1961,0
548,2023-07-09,4734282533448194,Starbucks,grocery,429.6877700029533,Sarah,Williams,Oak Ave,Los Angeles,NY,74226,2017-09-20,TXN000548,-33.655436153715364,-90.9535061456126,0.4553328062980029,-36.91658675987034,5808164,Teacher,1965,0
549,2023-10-09,4992375311515165,Amazon,shopping,366.922885505184,John,Johnson,Oak Ave,Chicago,NY,66091,2004-10-29,TXN000549,57.576266554860894,83.39252541115968,-41.187998571983385,-104.24862585305344,598162,Engineer,1998,0
550,2023-07-09,4423226592009494,Amazon,shopping,473.64423741098307,John,Johnson,Main St,New York,IL,89301,2012-11-25,TXN000550,9.709512093834746,-21.798639614548676,80.56845028939,7.65749048107287,3253389,Doctor,1985,0
551,2023-11-08,4441299188767346,Amazon,online,391.89966220221754,John,Brown,Pine Rd,Chicago,CA,31942,2005-06-13,TXN000551,-8.895151293098863,-72.77495459039216,-6.504260142807439,151.70313168007067,7981265,Teacher,1969,0
552,2023-07-21,4207150653665909,Starbucks,online,160.2847234657723,Jane,Smith,Oak Ave,New York,IL,48712,2013-07-16,TXN000552,-38.60548709123888,-15.870262672039047,-79.41671702196533,50.26202367554231,2822194,Doctor,1975,0
553,2023-07-24,4956595462199251,Starbucks,gas,127.69731257056971,Jane,Smith,Oak Ave,Los Angeles,NY,75277,2020-05-25,TXN000553,-36.352345897555935,-154.3655816851563,41.267953050594,-117.74790085418597,4903864,Teacher,1975,0
554,2023-11-16,4740431933491520,Starbucks,grocery,350.36957223888,Mike,Williams,Main St,Chicago,CA,59632,2016-04-26,TXN000554,-21.041741953694796,107.52745353493049,-30.80784812238187,65.79249290406716,5946311,Engineer,1971,0
555,2023-05-28,4983481675628829,Target,shopping,185.23582363019722,Sarah,Brown,Pine Rd,New York,NY,48031,2017-05-13,TXN000555,60.40272779362087,-92.41130592613183,27.628007770484558,-26.206910178539545,8057660,Manager,1958,0
556,2023-02-18,4422848519353427,Starbucks,gas,285.2764327975452,Jane,Smith,Main St,Los Angeles,CA,30478,2010-03-04,TXN000556,84.09837722548832,81.14836434946938,-39.673013305818245,32.95036704793429,425474,Teacher,1954,0
557,2023-01-11,4932133561293205,Target,shopping,8.097448158102765,John,Brown,Oak Ave,Los Angeles,IL,32551,2003-04-08,TXN000557,-11.042031356932583,-155.3945862786499,12.733873511997572,84.26305260831884,7963210,Doctor,1966,0
558,2023-10-03,4241694078661063,Amazon,online,35.63342233183525,John,Smith,Oak Ave,Los Angeles,CA,58068,2015-02-04,TXN000558,-19.19648902540287,163.83548021964697,48.98745086534365,5.381046545200121,8101569,Doctor,1998,0
559,2023-08-15,4394616719020831,Amazon,shopping,270.00713088491733,Jane,Brown,Main St,Chicago,IL,45561,2022-08-22,TXN000559,62.3791396475753,-110.5146052539485,77.0415735194197,113.0342308463911,3213028,Teacher,1983,0
560,2023-09-14,4515261249995764,Amazon,grocery,285.2054649918417,Jane,Williams,Main St,Chicago,NY,12892,2007-06-12,TXN000560,-13.157042285465351,137.78714743454896,-42.99711400204613,79.97600855398599,4266219,Engineer,1951,0
561,2023-03-19,4328820578068939,Walmart,grocery,376.9692075073751,Jane,Johnson,Pine Rd,Los Angeles,CA,34395,2004-11-03,TXN000561,9.363271013217215,111.41035546155638,-29.72574882018339,41.42640240666384,9586700,Engineer,1956,0
562,2023-02-19,4842385504871923,Walmart,online,70.32283321386106,Mike,Williams,Pine Rd,Chicago,NY,28756,1994-02-19,TXN000562,-48.430500372226,168.42957266930972,-6.432044348530866,-125.71458630035346,2706587,Manager,1985,0
563,2023-01-06,4082330499148284,CVS,grocery,259.0256264596055,John,Smith,Oak Ave,New York,CA,97710,2005-05-01,TXN000563,43.83045644023355,-7.95936205953015,76.891470792478,120.9416799281646,2092003,Manager,1962,0
564,2023-05-08,4508580467719971,CVS,grocery,101.25158399368586,Mike,Williams,Pine Rd,Los Angeles,IL,44651,2008-11-16,TXN000564,5.757897288740736,81.86302578454257,72.24963422591827,156.92601071513377,8465143,Doctor,1969,0
565,2023-08-04,4512235956082326,CVS,gas,51.132079183533875,Mike,Johnson,Pine Rd,Los Angeles,CA,76333,2005-10-24,TXN000565,55.6262190432615,-46.54416346639775,-73.82190958188515,-130.69255542865386,9287755,Doctor,1979,0
566,2023-05-24,4941668752161516,Walmart,shopping,208.19541805997451,Sarah,Williams,Oak Ave,Chicago,CA,83745,1995-03-09,TXN000566,50.531891405160536,-113.62743431291022,-66.25263136431406,-4.233193403965004,9927877,Manager,1979,0
567,2023-06-09,4534643459967336,Walmart,online,85.85164080408333,John,Smith,Oak Ave,Los Angeles,IL,59306,1998-03-03,TXN000567,-51.29914171139486,-20.49266414395842,-0.8083480804851177,-86.80005289061839,4099254,Manager,1960,0
568,2023-11-27,4131779213310712,CVS,online,114.7820792051977,John,Smith,Oak Ave,New York,IL,31346,2013-04-27,TXN000568,38.814399100397225,-120.33035446015624,-70.80853089502378,91.62839067320328,1189568,Manager,1980,0
569,2023-05-08,4558313577990592,CVS,online,162.18951703540336,Jane,Williams,Oak Ave,Chicago,IL,38024,2015-11-22,TXN000569,54.00979343124686,173.5360642030982,-27.795442797234458,79.78666896169199,5689226,Teacher,1952,0
570,2023-07-07,4799666325549890,Starbucks,online,133.39725836788213,Jane,Johnson,Main St,Chicago,CA,50818,2015-02-17,TXN000570,-27.700696659168884,-145.3512631893421,-63.290631920854025,-129.28135659465647,8573561,Manager,1951,0
571,2023-10-14,4163497721374397,CVS,online,48.357692215943466,Sarah,Williams,Oak Ave,Los Angeles,NY,15947,2007-11-18,TXN000571,-58.93035967759059,32.11622044294336,24.487263923739448,135.7298176541894,5839567,Teacher,1997,0
572,2023-05-25,4154772897463761,Starbucks,grocery,49.50854120555263,Mike,Johnson,Oak Ave,Los Angeles,CA,85153,2000-09-11,TXN000572,-89.52621199567413,45.526987891460124,80.9091777130491,-114.84969696791919,2551781,Teacher,1952,0
573,2023-08-16,4358040440758677,Target,gas,100.65846054091324,Jane,Brown,Oak Ave,Los Angeles,CA,96240,2007-12-01,TXN000573,-8.837342443233325,13.708635434659527,89.41207865298867,107.01324923331867,3480150,Manager,1964,0
574,2023-11-11,4281108077357198,Walmart,online,30.026798039971784,Jane,Johnson,Pine Rd,Chicago,NY,77428,2020-12-20,TXN000574,-26.562108323008516,58.38691885626008,-22.456596150555328,-15.487070533918256,1696150,Engineer,1966,0
575,2023-12-13,4582009156736315,CVS,gas,315.0962247400789,John,Brown,Oak Ave,Los Angeles,IL,39754,2001-04-23,TXN000575,9.883770088573613,-138.17492099571928,17.822274680630215,-61.82197431906556,7248599,Engineer,1997,0
576,2023-02-23,4840458059866355,Walmart,gas,147.22672467190648,John,Williams,Main St,New York,CA,73355,1998-11-03,TXN000576,-56.152603334018565,19.8066687139048,64.12817763433463,-123.03386543728314,8040013,Doctor,1956,0
577,2023-12-05,4265985182109707,Walmart,grocery,143.47425404569015,Jane,Johnson,Main St,Los Angeles,NY,68241,2014-04-28,TXN000577,64.73979857996554,-76.60347439414984,-68.85682689665089,-119.65886778721341,4956649,Manager,1997,0
578,2023-06-29,4981788280062512,Walmart,online,169.33915564769376,John,Brown,Oak Ave,Los Angeles,IL,78960,2003-02-03,TXN000578,-43.604061186940264,158.4633827883804,34.1215939893537,58.2805996923241,5921319,Doctor,1954,0
579,2023-04-05,4615904923347621,Target,grocery,333.0841557338122,Sarah,Brown,Main St,Chicago,IL,23418,2010-03-19,TXN000579,-49.242671084223005,94.34579523830126,-16.40814088948771,18.15493966096338,6297399,Manager,1983,0
580,2023-06-17,4108102728897964,Amazon,online,435.9637713343278,Jane,Brown,Pine Rd,Los Angeles,CA,98593,1996-05-07,TXN000580,-3.4714698328159272,170.10521357750736,-52.893691149570465,-136.04924820555624,9323007,Doctor,1982,0
581,2023-12-24,4148582994750621,CVS,grocery,380.74803161504104,John,Smith,Oak Ave,Chicago,IL,65184,1997-08-30,TXN000581,-0.2068157260306407,-166.47981489353177,-17.504348625460437,-139.42877024220292,5084251,Teacher,1994,0
582,2023-06-29,4823360402534377,Amazon,gas,365.126968961422,Sarah,Williams,Main St,Los Angeles,IL,14833,2007-04-02,TXN000582,-51.28465881868329,-77.35205693494487,-76.32714834631497,-153.96819308179508,9499326,Manager,1965,0
583,2023-04-30,4271157268782541,Amazon,online,244.77363687242038,John,Brown,Main St,New York,NY,85430,2002-04-10,TXN000583,-41.06506918933516,-109.64786881019437,35.173286746075036,87.75624505447587,7739333,Engineer,1986,0
584,2023-08-20,4317231186234434,Amazon,shopping,348.43375069886883,John,Johnson,Oak Ave,New York,NY,51833,1996-07-09,TXN000584,-59.45305695205591,-175.98434856774102,-44.506319625278444,76.27755068254413,5134360,Manager,1952,0
585,2023-03-29,4966810933689350,Walmart,gas,278.61737217662363,John,Brown,Main St,Chicago,IL,10565,2008-02-21,TXN000585,39.32283209817001,-92.76273711132428,-33.94698389192196,-158.96484329235295,3750079,Doctor,1996,0
586,2023-01-28,4971641082912269,Starbucks,shopping,112.0440114523318,Jane,Smith,Oak Ave,Chicago,NY,50180,2013-08-11,TXN000586,48.61602562573475,64.35935406735439,-68.20536631653671,21.69722721491027,1713854,Doctor,1997,0
587,2023-02-17,4879919925113230,Walmart,gas,108.25124203182011,Mike,Williams,Main St,Los Angeles,IL,28402,2000-05-29,TXN000587,-6.780870457329129,-96.80798803155533,65.63864050018051,-149.51658411263165,5527271,Doctor,1992,0
588,2023-02-16,4481122334826146,Walmart,grocery,151.7140434032653,John,Smith,Pine Rd,Los Angeles,CA,52845,2016-05-28,TXN000588,38.535664083303146,3.2412403737425564,-1.1800297291070478,145.34847741921902,1338323,Doctor,1999,0
589,2023-02-25,4028867135724378,Amazon,online,455.8473221300576,Sarah,Smith,Main St,New York,NY,85851,2011-05-10,TXN000589,42.46837054874018,139.61452138739952,12.986438001552045,146.5622709048477,1160675,Doctor,1970,0
590,2023-02-20,4088515941419938,Walmart,gas,275.9703459879643,Jane,Smith,Main St,Los Angeles,IL,22834,1997-01-18,TXN000590,-65.11040501799445,69.75285132566708,12.497882957073827,71.36387633272682,7854286,Doctor,1990,0
591,2023-08-22,4560553178373325,Amazon,grocery,368.28316161592534,Jane,Johnson,Oak Ave,New York,IL,77850,2001-04-14,TXN000591,83.91204447021661,-37.9335348338285,-16.11123938255848,153.42801171820201,8136991,Engineer,1957,0
592,2023-03-08,4447585298077649,Starbucks,online,176.54658610919105,Sarah,Williams,Main St,Chicago,NY,47180,2010-11-24,TXN000592,57.785750477357595,-45.911181991641,-55.344615221134895,112.12309094892862,2032601,Doctor,1971,0
593,2023-05-07,4772956385407241,CVS,online,206.8193064792865,John,Williams,Oak Ave,Los Angeles,NY,13883,2016-07-25,TXN000593,-53.192976984751766,-15.935106956945503,44.12389472971199,118.27388733373778,3380116,Engineer,1954,0
594,2023-11-24,4587244758755265,Amazon,gas,67.15496142543944,Mike,Johnson,Pine Rd,Chicago,CA,85587,2012-05-01,TXN000594,-56.490293565707354,-116.2650812184337,-67.12987223561862,25.094826205175963,9235354,Manager,1966,0
595,2023-06-22,4320063021709564,Starbucks,online,89.79100412172683,John,Williams,Oak Ave,Los Angeles,IL,21695,2014-06-27,TXN000595,-67.38099379567511,48.240276269755725,-71.30271774981411,-69.81868864217668,4381100,Teacher,1986,0
596,2023-09-01,4276206399288608,CVS,gas,414.541494638942,Sarah,Smith,Oak Ave,New York,CA,33123,2017-09-21,TXN000596,-65.09185874245469,-48.904985122342026,37.826106767370604,-101.59231855808824,4034389,Engineer,1963,0
597,2023-03-04,4510876079300702,Target,online,294.49512268599665,Jane,Williams,Main St,Chicago,CA,68481,2000-09-19,TXN000597,44.669123825165315,126.85152573433572,-52.409336318642914,-62.20799206598549,2441791,Manager,1988,0
598,2023-03-12,4025345199864640,Amazon,shopping,172.07857061249035,Mike,Johnson,Pine Rd,Chicago,CA,83438,2015-06-12,TXN000598,-5.46223374870776,92.35895762081384,-34.78090475649018,46.25835483206234,2470686,Teacher,1990,0
599,2023-01-15,4954848102349135,Amazon,grocery,402.41134845279527,Jane,Smith,Oak Ave,Los Angeles,NY,27573,2009-05-21,TXN000599,50.9281510931761,39.78473907317763,-4.459055939686763,-117.84364710033638,7201611,Engineer,1977,0
600,2023-03-03,4724809357926637,Target,shopping,127.02735329080157,Sarah,Johnson,Main St,Chicago,CA,66494,2011-06-08,TXN000600,44.32588098303697,-48.88719984617421,-9.116762988681685,-86.88951481056422,1927953,Engineer,1980,0
601,2023-04-12,4626156055936435,Target,gas,488.1361858071009,John,Brown,Main St,New York,NY,22288,1993-07-24,TXN000601,18.830288430939888,-104.42454059754562,37.54424251169986,-11.498089393632796,6966779,Manager,1966,0
602,2023-03-06,4047841437977058,Amazon,shopping,175.68471583435402,Mike,Smith,Oak Ave,Chicago,NY,56978,2011-04-12,TXN000602,33.54598918416232,99.41467107802424,22.217722819804976,-96.1019645311384,9366623,Doctor,1984,0
603,2023-02-02,4782477866064773,Target,gas,171.96892230485764,Jane,Smith,Main St,Chicago,CA,82420,2020-08-09,TXN000603,-86.69596961175448,-4.892724363208856,25.99130921073582,31.91172109778219,917233,Engineer,1989,0
604,2023-02-14,4215610220025484,Walmart,online,159.39639324066908,Jane,Williams,Oak Ave,Los Angeles,CA,86095,2020-04-23,TXN000604,-33.88002357509605,-99.08998625615129,38.52977951798232,152.34337024427873,9069405,Engineer,1971,0
605,2023-06-18,4770156878612961,CVS,online,65.44520038252253,Jane,Smith,Oak Ave,Chicago,IL,64672,2005-04-17,TXN000605,24.80799226669383,-109.73713858559776,-37.32970906377624,89.31217165312552,1140523,Manager,1994,0
606,2023-03-17,4635621798870094,CVS,gas,60.01288792934614,John,Johnson,Oak Ave,Los Angeles,CA,71821,2005-01-12,TXN000606,-88.31790837247604,-120.45567437951075,-31.980003875914747,59.913581093608684,8270772,Doctor,1997,0
607,2023-05-13,4763349175934124,CVS,shopping,325.8119920943911,Mike,Williams,Pine Rd,Los Angeles,IL,93661,2010-06-13,TXN000607,-84.06415013713318,99.77803063401421,-11.160405378800263,29.77973135416036,6101209,Teacher,1978,0
608,2023-07-03,4553860843658251,Walmart,online,438.18343205623324,John,Brown,Oak Ave,Chicago,CA,79224,2010-01-21,TXN000608,63.33983684466898,-97.56461329188778,-34.65680885396531,-4.338752667456646,5895804,Doctor,1959,0
609,2023-09-09,4034218528583807,Target,grocery,396.3076525844784,John,Johnson,Main St,New York,CA,99405,2021-05-21,TXN000609,33.12447510457292,9.59121486907111,87.28881641475542,-112.83701053152251,6577087,Doctor,1967,0
610,2023-01-15,4050988109230171,Starbucks,online,74.84825904056879,John,Brown,Pine Rd,Los Angeles,CA,64796,2007-07-08,TXN000610,-42.23344803833809,-17.443310049699676,56.52934675585735,142.09576395367162,3495256,Manager,1984,0
611,2023-10-19,4895607782449694,Target,grocery,275.0631502870729,Sarah,Brown,Main St,Chicago,CA,54706,2007-11-15,TXN000611,33.83331122136762,28.659923722182214,-60.36215611391468,-90.52703927537893,9720583,Doctor,1993,0
612,2023-08-18,4707320451984915,Amazon,shopping,57.2678152584368,Sarah,Brown,Pine Rd,Los Angeles,IL,14023,2018-07-09,TXN000612,52.6422004450674,135.77576413362993,-88.99305194126349,-147.12880407186213,9043756,Manager,1965,0
613,2023-01-30,4236652059986366,CVS,grocery,27.420848588473337,Sarah,Smith,Pine Rd,New York,IL,92636,2019-11-21,TXN000613,-34.77702904018177,132.389060429423,-82.29901171549179,90.00546452233027,3026635,Teacher,1999,0
